index,simplified,traditional,pinyin,definition,examples,hsk_level,traditional_variants,radical_index,pinyin2,pinyin3,numbered_pinyin,numbered_pinyin2,numbered_pinyin3
2167,荒,荒,huāng,"[""desolate"",""shortage"",""scarce""]","[{""chinese"":""荒唐！"",""english"":""Ridiculous!""},{""chinese"":""你就是荒唐。"",""english"":""You're just being ridiculous.""},{""chinese"":""多么荒唐的故事！"",""english"":""What a bizarre tale!""}]",6,,140,,,huang1,,
2168,谬,謬,miù,"[""to deceive"",""to confuse"",""to cheat""]","[{""chinese"":""这种尝试很荒谬。"",""english"":""It's nonsense to try that.""},{""chinese"":""失之毫厘，谬之千里。"",""english"":""Slight inattention can cause a great disaster.""},{""chinese"":""这是我听过最荒谬的想法。"",""english"":""That's the most absurd idea I've ever heard.""}]",6,,149,,,miu4,,
2169,狡,狡,jiǎo,"[""crafty"",""cunning"",""sly""]","[{""chinese"":""狡兔三窟。"",""english"":""A fox is not caught twice in the same snare.""}]",6,,94,,,jiao3,,
2170,猾,猾,huá,"[""crafty"",""cunning"",""shrewd"",""deceitful""]","[{""chinese"":""猾"",""english"":""The character 猾""},{""chinese"":""学猾"",""english"":""Study 猾""},{""chinese"":""这是猾"",""english"":""This is 猾""}]",6,,94,,,hua2,,
2171,虔,虔,qián,"[""to act with reverence"",""reverent""]","[{""chinese"":""虔"",""english"":""The character 虔""},{""chinese"":""学虔"",""english"":""Study 虔""},{""chinese"":""这是虔"",""english"":""This is 虔""}]",6,,141,,,qian2,,
2172,坟,墳,fén,"[""grave"",""mound"",""bulge"",""bulging""]","[{""chinese"":""他们被埋在一座大坟墓里。"",""english"":""They were buried in a mass grave.""}]",6,,32,,,fen2,,
2173,鳄,鱷,è,"[""alligator"",""crocodile""]","[{""chinese"":""鳄鱼有尖利的牙齿。"",""english"":""Crocodiles have sharp teeth.""}]",6,,195,,,e4,,
2174,皂,皂,zào,"[""soap"",""black"",""menial servant""]","[{""chinese"":""肥皂没了。"",""english"":""There's no soap left.""},{""chinese"":""肥皂没了。"",""english"":""We've run out of soap.""},{""chinese"":""沒有任何肥皂。"",""english"":""There isn't any soap.""}]",6,,106,,,zao4,,
2175,唠,嘮,láo,"[""to chat"",""to gossip"",""to jaw"",""to talk""]","[{""chinese"":""我並不想嘮叨你。"",""english"":""I don't mean to nag you.""}]",6,,30,,,lao2,,
2176,叨,叨,dāo,"[""talkative"",""grumbling""]","[{""chinese"":""我並不想嘮叨你。"",""english"":""I don't mean to nag you.""}]",6,,30,,,dao1,,
2177,嘱,囑,zhǔ,"[""to instruct"",""to order"",""to tell"",""testament""]","[{""chinese"":""他没立遗嘱就死了。"",""english"":""He died without having made a will.""},{""chinese"":""這位老先生立了他的遗嘱。"",""english"":""The old man made out his will.""},{""chinese"":""真的不敢相信你在吃医生叮嘱不要食用的东西。"",""english"":""I can't believe you are eating something the doctor has told you repeatedly you shouldn't eat.""}]",6,,30,,,zhu3,,
2178,驱,驅,qū,"[""to expel"",""to urge on"",""to drive""]","[{""chinese"":""这辆车靠天然气驱动。"",""english"":""This car runs on natural gas.""}]",6,,187,,,qu1,,
2179,锯,鋸,jù,"[""a saw"",""to saw"",""to amputate""]","[{""chinese"":""我看见他正在锯一棵树。"",""english"":""I saw him sawing a tree.""}]",6,,167,,,ju4,,
2180,笼,籠,lóng,"[""to cover"",""to cage"",""covering""]","[{""chinese"":""他覺得這像箇鳥籠。"",""english"":""He thought that it was like a bird cage.""},{""chinese"":""籠子裡的蟋蟀吃得跟野生的蟋蟀一樣多。"",""english"":""A caged cricket eats just as much as a free cricket.""}]",6,,118,,,long2,,
2181,卑,卑,bēi,"[""humble"",""low"",""inferior"",""to despise""]","[{""chinese"":""遊客到瑞士欣賞阿爾卑斯山。"",""english"":""Visitors to Switzerland admire the Alps.""}]",6,,24,,,bei1,,
2182,鄙,鄙,bǐ,"[""rustic"",""vulgar"",""to despise"",""to scorn""]","[{""chinese"":""我鄙视你。"",""english"":""I despise you.""},{""chinese"":""連他的僕人都鄙視他"",""english"":""Even his servants despised him.""}]",6,,170,,,bi3,,
2183,棘,棘,jí,"[""jujube tree"",""thorns"",""brambles""]","[{""chinese"":""情况很棘手。"",""english"":""The situation is difficult.""}]",6,,75,,,ji2,,
2184,跤,跤,jiāo,"[""to tumble"",""to fall"",""to wrestle""]","[{""chinese"":""我滑了一跤並從樓梯上摔下來。"",""english"":""I slipped and fell down the stairs.""}]",6,,157,,,jiao1,,
2185,搏,搏,bó,"[""to fight"",""to combat"",""to seize""]","[{""chinese"":""我的脉搏很快。"",""english"":""My pulse is fast.""},{""chinese"":""他的脈搏正常嗎？"",""english"":""Is his pulse regular?""},{""chinese"":""我裝了個心臟起搏器。"",""english"":""I've got a pacemaker.""}]",6,,64,,,bo2,,
2186,妄,妄,wàng,"[""absurd"",""foolish"",""ignorant"",""rash"",""reckless"",""wild""]","[{""chinese"":""你不可以妄下結論。"",""english"":""You must not jump to conclusions.""}]",6,,38,,,wang4,,
2187,愧,愧,kuì,"[""ashamed"",""regretful"",""the pangs of conscience""]","[{""chinese"":""湯姆非常愧疚。"",""english"":""Tom felt very guilty.""},{""chinese"":""我对我自己感到惭愧。"",""english"":""I'm ashamed of myself.""},{""chinese"":""他不因貧窮而感到羞愧。"",""english"":""He is not ashamed of being poor.""}]",6,,61,,,kui4,,
2188,芭,芭,bā,"[""a herb"",""banana""]","[{""chinese"":""芭蕉是最偉大的詩人。"",""english"":""Basho was the greatest poet.""}]",6,,140,,,ba1,,
2189,蕾,蕾,lěi,"[""flower bud""]","[{""chinese"":""特蕾莎修女被授予諾貝爾獎。"",""english"":""Mother Teresa was given the Nobel prize.""}]",6,,140,,,lei3,,
2190,酗,酗,xù,"[""violent"",""raging drunk"",""blotto""]","[{""chinese"":""酗"",""english"":""The character 酗""},{""chinese"":""学酗"",""english"":""Study 酗""},{""chinese"":""这是酗"",""english"":""This is 酗""}]",6,,164,,,xu4,,
2191,寡,寡,guǎ,"[""few"",""scant"",""widowed""]","[{""chinese"":""汤姆是个寡欲的人。"",""english"":""Tom is a man of few wants.""}]",6,,40,,,gua3,,
2192,唬,唬,hǔ,"[""a tiger's roar"",""to scare"",""to intimidate""]","[{""chinese"":""别想吓唬我。"",""english"":""Don't try to intimidate me.""},{""chinese"":""我没想吓唬你。"",""english"":""I didn't want to surprise you.""},{""chinese"":""我沒想要嚇唬您。"",""english"":""I didn't mean to spook you.""}]",6,,30,,,hu3,,
2193,剃,薙,tì,"[""to shave""]","[{""chinese"":""你剃过腿毛吗？"",""english"":""Have you ever shaved your legs?""},{""chinese"":""我已经决定把我的头发剃了。"",""english"":""I've decided to shave my head.""},{""chinese"":""我本该在买下这个电动剃须刀之前试一下的。"",""english"":""I should have tried out this electric shaver before buying it.""}]",6,"[""剃""]",18,,,ti4,,
2194,捣,搗,dǎo,"[""to thresh"",""to pound"",""to stir"",""to disturb"",""to attack""]","[{""chinese"":""汤姆捣碎了大蒜。"",""english"":""Tom crushed the garlic.""}]",6,,64,,,dao3,,
2195,恕,恕,shù,"[""to excuse"",""to forgive"",""to show mercy""]","[{""chinese"":""公主向皇帝请求饶恕。"",""english"":""The princess begged forgiveness from the emperor.""},{""chinese"":""人皆有錯，唯聖者能恕。"",""english"":""To err is human, to forgive divine.""}]",6,,61,,,shu4,,
2196,赎,贖,shú,"[""ransom"",""to buy"",""to redeem""]","[{""chinese"":""赎"",""english"":""The character 赎""},{""chinese"":""学赎"",""english"":""Study 赎""},{""chinese"":""这是赎"",""english"":""This is 赎""}]",6,,154,,,shu2,,
2197,仁,仁,rén,"[""benevolent"",""humane"",""kind""]","[{""chinese"":""无需仁慈。"",""english"":""There's no need to be gentle.""},{""chinese"":""這位老人家非常仁慈。"",""english"":""The old man is very kind.""},{""chinese"":""我深深地被她的仁慈所感動。"",""english"":""I was very moved by her kindness.""}]",6,,9,,,ren2,,
2198,鲁,魯,lǔ,"[""foolish"",""stupid"",""rash"",""vulgar""]","[{""chinese"":""她原谅了男孩的粗鲁。"",""english"":""She forgave the boy for his rudeness.""},{""chinese"":""您该为您的粗鲁道歉。"",""english"":""You should apologize for your rudeness.""},{""chinese"":""她向我抱怨他的粗鲁无礼。"",""english"":""She complained to me of his rudeness.""}]",6,,195,,,lu3,,
2199,锤,錘,chuí,"[""hammer""]","[{""chinese"":""锤子在哪里？"",""english"":""Where's the hammer?""}]",6,,167,,,chui2,,
2200,芝,芝,zhī,"[""sesame"",""a magical mushroom""]","[{""chinese"":""汤姆喜欢芝士。"",""english"":""Tom likes cheese.""},{""chinese"":""这有一股芝士的味道。"",""english"":""This smells like cheese.""},{""chinese"":""他明天將離開芝加哥。"",""english"":""He is leaving Chicago tomorrow.""}]",6,,140,,,zhi1,,
2201,亦,亦,yì,"[""also"",""too"",""likewise""]","[{""chinese"":""亦"",""english"":""The character 亦""},{""chinese"":""学亦"",""english"":""Study 亦""},{""chinese"":""这是亦"",""english"":""This is 亦""}]",6,,8,,,yi4,,
2202,坛,罈,tán,"[""altar"",""arena"",""examination hall""]","[{""chinese"":""坛"",""english"":""The character 坛""},{""chinese"":""学坛"",""english"":""Study 坛""},{""chinese"":""这是坛"",""english"":""This is 坛""}]",6,"[""壇""]",32,,,tan2,,
2203,橘,橘,jú,"[""mandarin orange"",""tangerine""]","[{""chinese"":""給我一打橘子。"",""english"":""Give me a dozen oranges.""},{""chinese"":""這些橘子很酸。"",""english"":""These oranges are very sour.""},{""chinese"":""湯姆吃了多少橘子？"",""english"":""How many oranges did Tom eat?""}]",6,,75,,,ju2,,
2204,赴,赴,fù,"[""to go"",""to visit"",""to attend""]","[{""chinese"":""他在全力以赴。"",""english"":""He's doing his best.""},{""chinese"":""他及時赴約了。"",""english"":""He was in time for the appointment.""},{""chinese"":""我朋友邀我共赴晚餐。"",""english"":""My friends invited me to dinner.""}]",6,,156,,,fu4,,
2205,颇,頗,pō,"[""rather"",""quite"",""partial"",""biased""]","[{""chinese"":""医学的最新进展颇为显著。"",""english"":""The recent advances in medicine are remarkable.""}]",6,,181,,,po1,,
2206,奥,奧,ào,"[""mysterious"",""obscure"",""profound"",""used in transliterations""]","[{""chinese"":""他在看奥运会。"",""english"":""He's watching the Olympics.""},{""chinese"":""他参加了奥运会。"",""english"":""He took part in the Olympic Games.""},{""chinese"":""奥运会已经开幕了。"",""english"":""The opening ceremony of the Olympics has already begun.""}]",6,,37,,,ao4,,
2207,迄,迄,qì,"[""to extend"",""to reach"",""till"",""until""]","[{""chinese"":""迄今，一切妥当。"",""english"":""So far, so good.""},{""chinese"":""这部电影是我迄今为止看过的最好的一部。"",""english"":""This is the best movie I've ever seen.""}]",6,,162,,,qi4,,
2208,捧,捧,pěng,"[""to clasp"",""to cup the hands"",""to hold up with both hands""]","[{""chinese"":""汤姆弯下腰，捧起了一把沙子。"",""english"":""Tom bent down and picked up a handful of sand.""}]",6,,64,,,peng3,,
2209,履,履,lǚ,"[""shoes"",""to walk"",""to tread""]","[{""chinese"":""軍人必須履行他們的命令。"",""english"":""Soldiers must carry out their orders.""},{""chinese"":""我對自己的履歷不那麼在意。"",""english"":""I don't worry so much about my resume.""},{""chinese"":""你的履歷給我留下深刻的印象。"",""english"":""Your CV has really impressed me.""}]",6,,44,,,lv3,,
2210,悠,悠,yōu,"[""distant"",""remote"",""long"",""far"",""carefree""]","[{""chinese"":""悠"",""english"":""The character 悠""},{""chinese"":""学悠"",""english"":""Study 悠""},{""chinese"":""这是悠"",""english"":""This is 悠""}]",6,,61,,,you1,,
2211,覆,覆,fù,"[""to cover"",""to overturn"",""to repeat"",""to reply""]","[{""chinese"":""覆水難收。"",""english"":""The damage is done.""},{""chinese"":""覆水難收。"",""english"":""What's done can't be undone.""},{""chinese"":""覆水難收。"",""english"":""What is done cannot be undone.""}]",6,,146,,,fu4,,
2212,乃,乃,nǎi,"[""then"",""really"",""indeed"",""after all""]","[{""chinese"":""乃"",""english"":""The character 乃""},{""chinese"":""学乃"",""english"":""Study 乃""},{""chinese"":""这是乃"",""english"":""This is 乃""}]",6,,4,,,nai3,,
2213,迈,邁,mài,"[""old"",""to pass by"",""to take a stride""]","[{""chinese"":""他迈着稳健的步伐登上了山丘。"",""english"":""He was walking up the hill at a steady pace.""}]",6,,162,,,mai4,,
2214,吁,吁,xū,"[""alas"",""to sigh""]","[{""chinese"":""他气喘吁吁的。"",""english"":""He was out of breath.""}]",6,"[""籲""]",30,,,xu1,,
2215,艾,艾,ài,"[""to mow"",""to cut"",""to reap""]","[{""chinese"":""科学家们正努力终结艾滋病。"",""english"":""Scientists are working hard to put an end to AIDS.""},{""chinese"":""他們想在艾菲爾鐵塔前面拍張結婚照。"",""english"":""They wanted a wedding picture in front of the Eiffel Tower.""}]",6,,140,yì,,ai4,yi4,
2216,砖,磚,zhuān,"[""brick"",""CL:塊|块""]","[{""chinese"":""砖"",""english"":""The character 砖""},{""chinese"":""学砖"",""english"":""Study 砖""},{""chinese"":""这是砖"",""english"":""This is 砖""}]",6,,112,,,zhuan1,,
2217,煌,煌,huáng,"[""bright"",""shining"",""luminous""]","[{""chinese"":""煌"",""english"":""The character 煌""},{""chinese"":""学煌"",""english"":""Study 煌""},{""chinese"":""这是煌"",""english"":""This is 煌""}]",6,,86,,,huang2,,
2218,庞,龐,páng,"[""disorderly"",""messy"",""huge"",""big""]","[{""chinese"":""观众人数庞大。"",""english"":""The audience was very large.""}]",6,,53,,,pang2,,
2219,浏,瀏,liú,"[""bright"",""clear"",""deep"",""swift""]","[{""chinese"":""你用什么浏览器？"",""english"":""What browser are you using?""},{""chinese"":""我使用火狐浏览器。"",""english"":""I use Firefox.""}]",6,,85,,,liu2,,
2220,摊,攤,tān,"[""to spread out"",""to open"",""to allot"",""a merchant's stand""]","[{""chinese"":""摊"",""english"":""The character 摊""},{""chinese"":""学摊"",""english"":""Study 摊""},{""chinese"":""这是摊"",""english"":""This is 摊""}]",6,,64,,,tan1,,
2221,馨,馨,xīn,"[""fragrant"",""aromatic""]","[{""chinese"":""你有个温馨的家庭。"",""english"":""You have a very nice family.""}]",6,,186,,,xin1,,
2222,壳,殼,ké,"[""casing"",""husk"",""shell""]","[{""chinese"":""蛋壳容易破碎。"",""english"":""The shell of an egg is easily broken.""},{""chinese"":""我在海边捡了个漂亮贝壳。"",""english"":""I picked up a pretty shell at the seaside.""},{""chinese"":""我在海滩上发现了一个漂亮的贝壳。"",""english"":""I found a beautiful shell on the shore.""}]",6,,33,,,ke2,,
2223,伐,伐,fá,"[""to cut down"",""to fell"",""to dispatch an expedition against""]","[{""chinese"":""我们真的得加紧步伐了。"",""english"":""We've really got to step on it.""},{""chinese"":""我们应该走出什么样的步伐。"",""english"":""What steps should we take?""},{""chinese"":""他迈着稳健的步伐登上了山丘。"",""english"":""He was walking up the hill at a steady pace.""}]",6,,9,,,fa2,,
2224,厢,廂,xiāng,"[""box"",""side room"",""side""]","[{""chinese"":""厢"",""english"":""The character 厢""},{""chinese"":""学厢"",""english"":""Study 厢""},{""chinese"":""这是厢"",""english"":""This is 厢""}]",6,,27,,,xiang1,,
2225,碌,碌,lù,"[""rocky"",""rough"",""uneven"",""mediocre""]","[{""chinese"":""我總是忙碌。"",""english"":""I'm busy all the time.""},{""chinese"":""感谢你的劳碌。"",""english"":""Thanks for your hard work.""},{""chinese"":""感谢你的劳碌。"",""english"":""Thank you for your hard work.""}]",6,,112,,,lu4,,
2226,棋,棋,qí,"[""chess"",""any strategy game""]","[{""chinese"":""我们经常下棋。"",""english"":""We often play chess.""},{""chinese"":""我會教你下棋。"",""english"":""I will teach you to play chess.""},{""chinese"":""今晚下棋怎麼樣？"",""english"":""How about playing chess tonight?""}]",6,,75,,,qi2,,
2227,劣,劣,liè,"[""low-quality"",""inferior"",""bad""]","[{""chinese"":""惡劣的天氣。"",""english"":""This is atrocious weather.""},{""chinese"":""恶劣的天气对他的健康带来了影响。"",""english"":""The bad weather affected his health.""}]",6,,19,,,lie4,,
2228,舆,輿,yú,"[""chassis of a carriage"",""the earth"",""land""]","[{""chinese"":""舆"",""english"":""The character 舆""},{""chinese"":""学舆"",""english"":""Study 舆""},{""chinese"":""这是舆"",""english"":""This is 舆""}]",6,,159,,,yu2,,
2229,谱,譜,pǔ,"[""chart"",""list"",""table"",""spectrum"",""musical score""]","[{""chinese"":""對湯姆來說一切都開始錯得離譜。"",""english"":""Everything is going horribly wrong for Tom.""}]",6,,149,,,pu3,,
