index,simplified,traditional,traditionalVariants,pinyin,pinyin2,pinyin3,numberedPinyin,numberedPinyin2,numberedPinyin3,radicalIndex,hskLevel,lesson,definition,examples,wordExamples
2931,奸,姦,奸,jiān,,,jian1,,,38,6,,crafty; dishonest; treacherous; evil; to betray; adultery,"[{""chinese"": ""这个奸商骗了很多消费者的钱。"", ""english"": ""This unscrupulous merchant swindled money from many consumers.""}, {""chinese"": ""他因奸杀罪被判了重刑。"", ""english"": ""He was sentenced to a heavy penalty for rape and murder.""}, {""chinese"": ""奸诈的计谋最终被识破了。"", ""english"": ""The treacherous scheme was eventually exposed.""}]","[{""word"": ""奸商"", ""pinyin"": ""jiānshāng"", ""meaning"": ""unscrupulous merchant; profiteer""}, {""word"": ""奸诈"", ""pinyin"": ""jiānzhà"", ""meaning"": ""crafty; treacherous; cunning""}, {""word"": ""奸细"", ""pinyin"": ""jiānxì"", ""meaning"": ""spy; traitor""}]"
2932,岔,岔,,chà,,,cha4,,,46,6,,to diverge; to branch off; fork; junction; to go wrong; complication,"[{""chinese"": ""在前面的十字路口向左岔开。"", ""english"": ""Turn left at the fork ahead.""}, {""chinese"": ""计划出了岔子，延误了一天。"", ""english"": ""The plan went wrong and was delayed by a day.""}, {""chinese"": ""这条河在山下分岔成两条支流。"", ""english"": ""This river branches into two tributaries at the foot of the mountain.""}]","[{""word"": ""岔开"", ""pinyin"": ""chàkāi"", ""meaning"": ""to diverge; to branch off; to fork""}, {""word"": ""出岔子"", ""pinyin"": ""chū chàzi"", ""meaning"": ""to go wrong; to have a mishap""}, {""word"": ""岔路"", ""pinyin"": ""chàlù"", ""meaning"": ""fork in the road; branch road""}]"
2933,鹤,鶴,,hè,,,he4,,,196,6,,crane (a large wading bird); Grus species,"[{""chinese"": ""白鹤在湿地优雅地行走。"", ""english"": ""The white crane walks gracefully in the wetland.""}, {""chinese"": ""她折了一千只纸鹤来实现自己的梦想。"", ""english"": ""She folded a thousand paper cranes to realize her dream.""}, {""chinese"": ""鹤被视为长寿和优雅的象征。"", ""english"": ""The crane is regarded as a symbol of longevity and elegance.""}]","[{""word"": ""白鹤"", ""pinyin"": ""báihè"", ""meaning"": ""white crane""}, {""word"": ""纸鹤"", ""pinyin"": ""zhǐhè"", ""meaning"": ""paper crane""}, {""word"": ""鹤立鸡群"", ""pinyin"": ""hèlìjīqún"", ""meaning"": ""to stand out from the crowd""}]"
2934,梢,梢,,shāo,shào,,shao1,shao4,,75,6,,tip or end of a tree branch; rudder (of a boat); the end of something,"[{""chinese"": ""树梢上的鸟儿唱着欢快的歌。"", ""english"": ""The bird at the treetop sings a cheerful song.""}, {""chinese"": ""船舵手掌握着船舵梢的方向。"", ""english"": ""The helmsman controls the direction of the ship's rudder.""}, {""chinese"": ""秋风吹动了树梢的红叶。"", ""english"": ""The autumn breeze blows the red leaves at the tree's tip.""}]","[{""word"": ""树梢"", ""pinyin"": ""shùshāo"", ""meaning"": ""treetop; the tip of a branch""}, {""word"": ""舵梢"", ""pinyin"": ""duòshāo"", ""meaning"": ""rudder (of a boat)""}, {""word"": ""末梢"", ""pinyin"": ""mòshāo"", ""meaning"": ""end; terminal part; extremity""}]"
2935,砌,砌,,qì,,,qi4,,,112,6,,to build with bricks or stones | to pile up | brick or stone wall | steps,"[{""chinese"": ""工人们正在砌砖墙。"", ""english"": ""The workers are building a brick wall.""}, {""chinese"": ""这道砌石围栏很坚固。"", ""english"": ""This stone wall fence is very sturdy.""}, {""chinese"": ""他用石头砌成了一条小路。"", ""english"": ""He built a small path by laying stones.""}]","[{""word"": ""砌砖"", ""pinyin"": ""qì zhuān"", ""meaning"": ""to lay bricks""}, {""word"": ""砌体"", ""pinyin"": ""qì tǐ"", ""meaning"": ""masonry | brickwork""}, {""word"": ""砌石"", ""pinyin"": ""qì shí"", ""meaning"": ""to lay stones | stonework""}]"
2936,柏,柏,,bǎi,bó,,bai3,bo2,,75,6,,cypress tree | asphalt (as in 柏油),"[{""chinese"": ""公园里种了很多柏树。"", ""english"": ""Many cypress trees are planted in the park.""}, {""chinese"": ""这条马路铺的是柏油路面。"", ""english"": ""This road is paved with asphalt.""}, {""chinese"": ""柏树四季常青，象征长寿。"", ""english"": ""Cypress trees are evergreen year-round, symbolizing longevity.""}]","[{""word"": ""柏油"", ""pinyin"": ""bǎi yóu"", ""meaning"": ""asphalt""}, {""word"": ""柏树"", ""pinyin"": ""bǎi shù"", ""meaning"": ""cypress tree""}, {""word"": ""柏林"", ""pinyin"": ""Bǎi lín"", ""meaning"": ""Berlin""}]"
2937,哺,餔,哺,bǔ,,,bu3,,,30,6,,to nurse | to feed | to nourish (especially used in 哺乳 meaning to breastfeed or lactate),"[{""chinese"": ""母亲哺育着她的孩子。"", ""english"": ""The mother nurtures her child.""}, {""chinese"": ""鲸鱼是哺乳动物，不是鱼。"", ""english"": ""Whales are mammals, not fish.""}, {""chinese"": ""哺乳期间要加强营养。"", ""english"": ""Nutrition should be strengthened during the lactation period.""}]","[{""word"": ""哺乳"", ""pinyin"": ""bǔ rǔ"", ""meaning"": ""to breastfeed | to nurse | to lactate""}, {""word"": ""哺乳动物"", ""pinyin"": ""bǔ rǔ dòngwù"", ""meaning"": ""mammal""}, {""word"": ""哺育"", ""pinyin"": ""bǔ yù"", ""meaning"": ""to raise | to nurture""}]"
2938,俏,俏,,qiào,,,qiao4,,,9,6,,pretty | handsome | attractive | brisk | brisk-selling,"[{""chinese"": ""她穿着一件俏丽的红色裙子。"", ""english"": ""She is wearing a pretty red dress.""}, {""chinese"": ""这款新产品在市场上很俏销。"", ""english"": ""This new product is selling briskly on the market.""}, {""chinese"": ""他的妹妹长得很俏。"", ""english"": ""His younger sister is very pretty.""}]","[{""word"": ""俏皮"", ""pinyin"": ""qiào pi"", ""meaning"": ""lively | playful | cute""}, {""word"": ""俏销"", ""pinyin"": ""qiào xiāo"", ""meaning"": ""to sell briskly | in great demand""}, {""word"": ""俏丽"", ""pinyin"": ""qiào lì"", ""meaning"": ""pretty | attractive""}]"
2939,嬉,嬉,,xī,,,xi1,,,38,6,,to play | to amuse oneself | to frolic | to be playful,"[{""chinese"": ""孩子们在公园里嬉笑打闹。"", ""english"": ""The children are playing and frolicking in the park.""}, {""chinese"": ""不要在水里嬉戏，很危险。"", ""english"": ""Don't play around in the water; it's dangerous.""}, {""chinese"": ""他经常和朋友们一起嬉闹。"", ""english"": ""He often plays around with his friends.""}]","[{""word"": ""嬉戏"", ""pinyin"": ""xī xì"", ""meaning"": ""to play | to frolic""}, {""word"": ""嬉皮笑脸"", ""pinyin"": ""xī pí xiào liǎn"", ""meaning"": ""to grin and bear it | to smile impudently""}, {""word"": ""嬉闹"", ""pinyin"": ""xī nào"", ""meaning"": ""to romp about | to play around""}]"
2940,钧,鈞,,jūn,,,jun1,,,167,6,,a unit of weight (30 catties); great; respectful form of address,"[{""chinese"": ""这件事还要请钧裁决。"", ""english"": ""This matter still requires your judgment.""}, {""chinese"": ""一钧的铁料足够做这个工具。"", ""english"": ""Thirty catties of iron material is enough to make this tool.""}, {""chinese"": ""他的意见分量很钧。"", ""english"": ""His opinion carries great weight.""}]","[{""word"": ""千钧一发"", ""pinyin"": ""qiānnjūn yīfā"", ""meaning"": ""hanging by a thread; in extreme danger""}, {""word"": ""钧礼"", ""pinyin"": ""jūnlǐ"", ""meaning"": ""respectful form of address""}, {""word"": ""钧座"", ""pinyin"": ""jūnzuò"", ""meaning"": ""your honor (respectful form of address)""}]"
2941,砂,砂,,shā,,,sha1,,,112,6,,sand; gravel; gritty; rough,"[{""chinese"": ""不好意思，可以帮我拿下砂糖吗？"", ""english"": ""Excuse me, could you pass me the sugar?""}, {""chinese"": ""海滩上铺满了细砂。"", ""english"": ""The beach is covered with fine sand.""}, {""chinese"": ""这张砂纸很适合打磨木头。"", ""english"": ""This sandpaper is perfect for sanding wood.""}]","[{""word"": ""砂糖"", ""pinyin"": ""shātáng"", ""meaning"": ""sugar; granulated sugar""}, {""word"": ""砂纸"", ""pinyin"": ""shāzhǐ"", ""meaning"": ""sandpaper""}, {""word"": ""砂粒"", ""pinyin"": ""shālì"", ""meaning"": ""grain of sand; sand grain""}]"
2942,娇,嬌,,jiāo,,,jiao1,,,38,6,,delicate; tender; lovable; pampered; charming; coquettish,"[{""chinese"": ""她娇生惯养，很怕吃苦。"", ""english"": ""She was pampered since childhood and fears hardship.""}, {""chinese"": ""这朵花太娇弱了，容易枯萎。"", ""english"": ""This flower is too delicate and wilts easily.""}, {""chinese"": ""她用娇嗲的声音说话。"", ""english"": ""She speaks in a coquettish voice.""}]","[{""word"": ""娇小"", ""pinyin"": ""jiāoxiǎo"", ""meaning"": ""delicate and petite""}, {""word"": ""娇生惯养"", ""pinyin"": ""jiāoshēngguànyǎng"", ""meaning"": ""pampered; tenderly brought up""}, {""word"": ""骄娇二气"", ""pinyin"": ""jiāojiāo èrqì"", ""meaning"": ""arrogance and impetuousness""}]"
2943,侠,俠,,xiá,,,xia2,,,9,6,,knight-errant; chivalrous person; hero; one who helps others with martial prowess,"[{""chinese"": ""这位侠士为民除害。"", ""english"": ""This hero rid the people of harm.""}, {""chinese"": ""他有一颗侠义的心。"", ""english"": ""He has a chivalrous heart.""}, {""chinese"": ""这部电影讲述古代侠客的故事。"", ""english"": ""This film tells the story of ancient knights-errant.""}]","[{""word"": ""侠客"", ""pinyin"": ""xiákè"", ""meaning"": ""knight-errant; swordsman""}, {""word"": ""侠义"", ""pinyin"": ""xiáyì"", ""meaning"": ""chivalry; chivalrous spirit""}, {""word"": ""武侠"", ""pinyin"": ""wǔxiá"", ""meaning"": ""martial arts and chivalry; wuxia (genre)""}]"
2944,岭,嶺,,lǐng,,,ling3,,,46,6,,mountain ridge; mountain range; high mountain pass,"[{""chinese"": ""我们越过了五岭才到达目的地。"", ""english"": ""We crossed five mountain ridges before reaching our destination.""}, {""chinese"": ""岭上白雪皑皑。"", ""english"": ""The mountain ridge is covered with white snow.""}, {""chinese"": ""这条山岭很陡峭，很难攀登。"", ""english"": ""This mountain ridge is steep and difficult to climb.""}]","[{""word"": ""山岭"", ""pinyin"": ""shānlǐng"", ""meaning"": ""mountain range; mountain ridge""}, {""word"": ""岭南"", ""pinyin"": ""lǐngnán"", ""meaning"": ""the region south of the mountains (southern China)""}, {""word"": ""分水岭"", ""pinyin"": ""fēnshuǐlǐng"", ""meaning"": ""watershed; dividing line""}]"
2945,雁,雁,,yàn,,,yan4,,,172,6,,wild goose; migratory goose,"[{""chinese"": ""秋天，大雁飞往南方。"", ""english"": ""In autumn, wild geese fly south.""}, {""chinese"": ""一群雁排成人字形飞过天空。"", ""english"": ""A flock of geese flew across the sky in a V-formation.""}, {""chinese"": ""鸿雁是传递书信的象征。"", ""english"": ""The wild goose symbolizes the delivery of letters.""}]","[{""word"": ""鸿雁"", ""pinyin"": ""hóngyàn"", ""meaning"": ""wild goose; symbol of correspondence""}, {""word"": ""雁行"", ""pinyin"": ""yànxíng"", ""meaning"": ""V-formation (of flying birds)""}, {""word"": ""雁阵"", ""pinyin"": ""yànzhèn"", ""meaning"": ""formation of flying geese""}]"
2946,沏,沏,,qī,,,qi1,,,85,6,,to brew; to steep (tea),"[{""chinese"": ""她给我沏了一杯热茶。"", ""english"": ""She brewed me a cup of hot tea.""}, {""chinese"": ""我来给你沏茶，请稍等片刻。"", ""english"": ""Let me brew you some tea; please wait a moment.""}, {""chinese"": ""用开水沏普洱茶最合适。"", ""english"": ""Brewing Pu-erh tea with boiling water is ideal.""}]","[{""word"": ""沏茶"", ""pinyin"": ""qīchá"", ""meaning"": ""to brew tea""}]"
2947,鸦,鴉,,yā,,,ya1,,,196,6,,crow; raven; Corvus species,"[{""chinese"": ""乌鸦在树枝上叫了一整天。"", ""english"": ""The crow cawed on the branch all day long.""}, {""chinese"": ""突然间，鸦雀无声，没人敢说话。"", ""english"": ""Suddenly, it fell silent as if not a crow or sparrow dared to speak.""}, {""chinese"": ""那只黑鸦飞过了屋顶。"", ""english"": ""That black crow flew over the rooftop.""}]","[{""word"": ""乌鸦"", ""pinyin"": ""wūyā"", ""meaning"": ""crow; raven""}, {""word"": ""鸦雀无声"", ""pinyin"": ""yāquèwúshēng"", ""meaning"": ""silent as a crow or sparrow; completely quiet""}]"
2948,雀,雀,,què,jiāo,,que4,jiao1,,172,6,,sparrow; small bird; speckle; freckle,"[{""chinese"": ""鸦雀无声，大家都屏住了呼吸。"", ""english"": ""Everything was silent as a grave, and everyone held their breath.""}, {""chinese"": ""她脸上有些雀斑，看起来很可爱。"", ""english"": ""She has some freckles on her face, which look adorable.""}, {""chinese"": ""我养的金丝雀唱得很好听。"", ""english"": ""The canary I keep sings beautifully.""}]","[{""word"": ""雀斑"", ""pinyin"": ""quèbān"", ""meaning"": ""freckles; speckles""}, {""word"": ""麻雀"", ""pinyin"": ""máquè"", ""meaning"": ""sparrow""}, {""word"": ""金丝雀"", ""pinyin"": ""jīnsiquè"", ""meaning"": ""canary""}]"
2949,泰,泰,,tài,,,tai4,,,85,6,,great; exalted; peaceful; calm; Thailand,"[{""chinese"": ""否极泰来，困难总会过去。"", ""english"": ""After extremity comes prosperity; difficulties will eventually pass.""}, {""chinese"": ""他在泰国度过了一个美好的假期。"", ""english"": ""He spent a wonderful holiday in Thailand.""}, {""chinese"": ""泰山自古就被视为中国最神圣的山。"", ""english"": ""Mount Tai has been regarded since ancient times as China's most sacred mountain.""}]","[{""word"": ""泰国"", ""pinyin"": ""tàiguó"", ""meaning"": ""Thailand""}, {""word"": ""泰山"", ""pinyin"": ""tàishān"", ""meaning"": ""Mount Tai""}, {""word"": ""否极泰来"", ""pinyin"": ""fǒujíxtàilái"", ""meaning"": ""after extremity comes good fortune; when things reach their worst they can only improve""}]"
2950,絮,絮,,xù,chù,,xu4,chu4,,120,6,,cotton padding | fluff | padding | waste | long-winded,"[{""chinese"": ""这件冬衣填充了鹅绒和棉絮。"", ""english"": ""This winter coat is filled with goose down and cotton wadding.""}, {""chinese"": ""她絮叨了半天，还是没说清楚。"", ""english"": ""She rambled on for ages but still didn't explain it clearly.""}, {""chinese"": ""清理空调滤网上的絮状物。"", ""english"": ""Clean the fluffy debris on the air conditioner filter.""}]","[{""word"": ""絮语"", ""pinyin"": ""xùyǔ"", ""meaning"": ""to chatter; long-winded speech""}, {""word"": ""棉絮"", ""pinyin"": ""miánxù"", ""meaning"": ""cotton wadding; cotton padding""}, {""word"": ""絮叨"", ""pinyin"": ""xùdao"", ""meaning"": ""long-winded; to nag; to chatter""}]"
2951,矢,矢,,shǐ,,,shi3,,,111,6,,arrow | dart | to vow | to swear,"[{""chinese"": ""弓手拉满弓，射出一支矢。"", ""english"": ""The archer pulled the bowstring taut and shot an arrow.""}, {""chinese"": ""他矢志不渝地为梦想奋斗。"", ""english"": ""He stayed steadfastly committed to pursuing his dreams.""}, {""chinese"": ""古代战士用矢和盾牌作战。"", ""english"": ""Ancient warriors fought with arrows and shields.""}]","[{""word"": ""矢志"", ""pinyin"": ""shǐzhì"", ""meaning"": ""to vow solemnly; to be determined""}, {""word"": ""矢不虚发"", ""pinyin"": ""shǐbùxūfā"", ""meaning"": ""every arrow hits its mark; never miss (idiom)""}, {""word"": ""箭矢"", ""pinyin"": ""jiànshǐ"", ""meaning"": ""arrows""}]"
2952,磊,磊,,lěi,,,lei3,,,112,6,,a pile of rocks | candid | open | great,"[{""chinese"": ""山上堆满了大块磊石。"", ""english"": ""Large rocky stones were piled all over the mountain.""}, {""chinese"": ""他为人磊落，从不计较小事。"", ""english"": ""He is candid and forthright, never bothered by trifles.""}, {""chinese"": ""心地磊落的人赢得了大家的尊重。"", ""english"": ""Someone with an open and honest heart earned everyone's respect.""}]","[{""word"": ""磊落"", ""pinyin"": ""lěiluò"", ""meaning"": ""candid; open-minded; forthright""}, {""word"": ""光明磊落"", ""pinyin"": ""guāngmíngglěiluò"", ""meaning"": ""upright and honest; above board (idiom)""}, {""word"": ""气宇轩昂磊落"", ""pinyin"": ""qìyǔxuānángglěiluò"", ""meaning"": ""noble bearing and candid character""}]"
2953,醇,醇,,chún,,,chun2,,,164,6,,pure; unmixed; rich (flavor); mellow; chemistry: alcohol or aldehyde,"[{""chinese"": ""这瓶葡萄酒的味道很醇厚。"", ""english"": ""This wine has a rich and mellow flavor.""}, {""chinese"": ""他的品味醇正，对艺术有深入了解。"", ""english"": ""He has refined taste and deep understanding of art.""}, {""chinese"": ""乙醇是常见的有机化合物。"", ""english"": ""Ethanol is a common organic compound.""}]","[{""word"": ""醇厚"", ""pinyin"": ""chúnhòu"", ""meaning"": ""mellow; rich; pure""}, {""word"": ""乙醇"", ""pinyin"": ""yǐchúnol"", ""meaning"": ""ethanol""}, {""word"": ""醇正"", ""pinyin"": ""chúnzhèng"", ""meaning"": ""pure and correct; refined""}]"
